id,web_name,status,defcons,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,match_id,minutes_played,goals,assists,minutesinmatch,goalsinmatch,assistsinmatch,cumminutes,cumgoals,cumassists,cumcleansheets,cumgoalsconceded,cumsaves,position,nextgwpoints,gw2status,gw2min,gw2goalsscored,gw2assists,gw2cs,gw2goals_conceded,gw2defcons,gw2match-id,gw2minutes_playedinmatch,gw2goalsinmatch,gw2assistsinmatch,gw2cummins,gw2cumgoals,gw2cumassits,gw2cumcs,gw2cumgoalsconceded,gw2cumsaves,gw3status,gw3min,gw3goalsscored,gw3assists,gw3cs,gw3defcons,gw3points,gw3match-id,gw3minutes_playedinmatch,gw3goalsinmatch,gw3goals_conceded,gw3assistsinmatch,gw3cummins,gw3cumgoals,gw3cumassists,gw3cumcs,gw3cumgoalsconceded,gw3cumsdefcons,gw3cumsaves,gw3cumtotalpoints,nwxtgwpoints
148,F.Kadıoğlu,a,1,0,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Defender,0,a,23,0,0,0,0,3,25-26-prem-everton-vs-brighton-hove-albion,23,0,0,44,0,0,0,0,1,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,65,0,0,0,44,0,0,0,1,4,0,0,0
150,Lamptey,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,3
151,Van Hecke,a,8,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender,1,a,90,0,0,0,2,13,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,180,0,0,0,0,3,a,90,0,0,0,1,10,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,0,270,0,0,0,4,31,0,4,3
152,Veltman,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,90,0,0,0,1,5,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,0,90,0,0,0,1,5,0,1,0
153,Webster,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
154,Cashin,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
155,Slater,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
156,Tasker,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,13,0,0,0,0,0,0,0,0,0,0,0,7
157,Mitoma,a,0,2,82,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,83,0,0,83,0,0,82,0,0,1,0,0,Midfielder,2,a,90,0,0,0,2,5,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,172,0,0,0,1,2,a,90,0,1,0,1,7,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,1,262,0,1,1,3,12,0,9,1
158,Georginio,a,2,6,68,0,1,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,1,69,0,0,68,0,1,1,0,0,Midfielder,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,68,0,0,1,1,0,d,29,0,0,0,0,0,25-26-prem-brighton-hove-albion-vs-manchester-city,29,0,0,0,97,0,1,1,0,2,0,7,0
159,March,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,6
160,Minteh,a,4,3,68,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,0,69,0,0,68,0,0,1,0,0,Midfielder,2,a,90,0,0,0,2,7,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,158,0,0,0,1,2,a,90,0,0,0,1,12,25-26-prem-brighton-hove-albion-vs-manchester-city,89,0,1,0,248,0,0,1,3,23,0,9,0
161,Enciso,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
162,Gruda,a,2,1,7,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,7,0,0,7,0,0,7,0,0,0,1,0,Midfielder,1,a,5,0,0,0,0,1,25-26-prem-everton-vs-brighton-hove-albion,5,0,0,12,0,0,0,0,1,a,29,1,0,0,0,2,25-26-prem-brighton-hove-albion-vs-manchester-city,29,1,0,0,41,1,0,0,1,5,0,10,1
163,Hinshelwood,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,45,0,0,0,1,3,25-26-prem-everton-vs-brighton-hove-albion,45,0,0,45,0,0,0,0,1,a,60,0,0,0,1,8,25-26-prem-brighton-hove-albion-vs-manchester-city,61,0,1,0,105,0,0,0,2,11,0,3,0
164,O'Riley,u,3,10,87,1,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,88,1,0,88,1,0,87,1,0,1,0,0,Midfielder,2,a,90,0,0,0,2,6,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,177,1,1,0,1,2,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,177,1,0,1,2,9,0,12,0
165,Sima,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
166,Ayari,a,10,3,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder,2,a,66,0,0,0,2,6,25-26-prem-everton-vs-brighton-hove-albion,67,0,0,156,0,0,0,0,3,a,29,0,0,0,0,3,25-26-prem-brighton-hove-albion-vs-manchester-city,29,0,0,0,185,0,0,0,3,19,0,6,0
167,Baleba,a,11,3,68,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,0,69,0,0,68,0,0,1,0,0,Midfielder,1,a,45,0,0,0,1,2,25-26-prem-everton-vs-brighton-hove-albion,45,0,0,113,0,0,0,1,1,a,59,0,0,0,1,3,25-26-prem-brighton-hove-albion-vs-manchester-city,60,0,1,0,172,0,0,1,2,16,0,5,0
169,Gomez,a,5,0,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Midfielder,1,a,23,0,0,0,0,5,25-26-prem-everton-vs-brighton-hove-albion,23,0,0,44,0,0,0,0,1,a,60,0,0,0,1,6,25-26-prem-brighton-hove-albion-vs-manchester-city,61,0,1,0,104,0,0,0,2,16,0,3,1
170,Milner,a,0,1,2,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,2,0,0,2,0,0,2,0,0,0,1,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,2,0,0,0,0,1,a,30,1,0,0,0,2,25-26-prem-brighton-hove-albion-vs-manchester-city,30,1,0,0,32,1,0,0,1,2,0,7,0
171,Sarmiento,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
172,Watson,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,25,1,0,0,0,0,0,0,0,0,0,0,0
173,Wieffer,a,18,4,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder,3,a,84,0,0,0,2,13,25-26-prem-everton-vs-brighton-hove-albion,85,0,0,174,0,0,0,0,3,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,174,0,0,0,3,31,0,7,0
174,Yalcouye,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
175,Knight,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
176,Mazilu,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
177,Moran,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
178,Welbeck,a,1,1,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Forward,0,a,90,0,0,0,2,1,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,111,0,0,0,0,3,a,60,0,0,0,1,2,25-26-prem-brighton-hove-albion-vs-manchester-city,61,0,1,0,171,0,0,0,4,4,0,3,0
179,Ferguson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
180,Tzimas,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,24,2,0,1,0,0,0,0,0,0,0,0,0
181,Kostoulas,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,12,0,0,0,0,0,0,0,0,0,0,0,0
744,Oriola,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
168,Buonanotte,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
220,Sánchez,a,0,8,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,4,Goalkeeper,3,a,90,0,0,0,1,14,25-26-prem-west-ham-united-vs-chelsea,90,0,0,180,0,0,0,1,1,a,90,0,0,1,0,6,25-26-prem-chelsea-vs-fulham,90,0,0,0,270,0,0,2,1,20,8,17,0
221,Jörgensen,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
222,Penders,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
223,Slonina,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
224,Cucurella,a,4,8,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender,5,a,68,0,1,0,1,16,25-26-prem-west-ham-united-vs-chelsea,69,0,1,158,0,0,1,1,1,a,90,0,0,1,0,12,25-26-prem-chelsea-vs-fulham,90,0,0,0,248,0,1,2,1,32,0,19,1
225,James,a,7,5,78,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,79,0,0,79,0,0,78,0,0,1,0,0,Defender,1,a,21,0,0,0,0,8,25-26-prem-west-ham-united-vs-chelsea,21,0,0,99,0,0,0,1,0,a,9,0,0,0,0,0,25-26-prem-chelsea-vs-fulham,9,0,0,0,108,0,0,1,0,15,0,7,3
226,Chalobah,a,9,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender,8,a,68,1,0,0,1,12,25-26-prem-west-ham-united-vs-chelsea,69,1,0,158,1,1,0,1,1,a,90,0,1,1,0,13,25-26-prem-chelsea-vs-fulham,90,0,0,0,248,1,1,2,1,34,0,27,0
227,Colwill,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
228,Gusto,a,0,1,11,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,11,0,0,11,0,0,11,0,0,0,0,0,Defender,2,a,68,0,0,0,1,6,25-26-prem-west-ham-united-vs-chelsea,69,0,0,79,0,0,0,0,1,a,90,0,0,1,0,12,25-26-prem-chelsea-vs-fulham,90,0,0,0,169,0,0,1,1,18,0,9,0
229,B.Badiashile,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
230,Fofana,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,1,a,21,0,0,0,0,2,25-26-prem-west-ham-united-vs-chelsea,21,0,0,21,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,21,0,0,0,0,2,0,1,0
231,M.Sarr,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
232,Tosin,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,2,a,90,0,0,0,1,12,25-26-prem-west-ham-united-vs-chelsea,90,0,0,90,0,0,0,0,1,a,90,0,0,1,0,14,25-26-prem-chelsea-vs-fulham,90,0,0,0,180,0,0,1,1,26,0,10,0
233,Acheampong,a,8,9,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender,0,a,0,0,0,0,0,4,#N/A,#N/A,#N/A,#N/A,90,0,0,0,1,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,90,0,0,1,0,12,0,9,0
234,Anselmino,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,7
235,Palmer,a,5,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,90,0,0,0,1,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,90,0,0,1,0,5,0,3,2
236,Neto,a,6,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder,7,a,90,1,0,0,1,2,25-26-prem-west-ham-united-vs-chelsea,90,1,0,180,1,1,0,1,1,a,80,0,0,1,0,4,25-26-prem-chelsea-vs-fulham,81,0,0,0,260,1,0,2,1,12,0,13,4
237,Enzo,a,0,3,78,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,79,0,0,79,0,0,78,0,0,1,0,0,Midfielder,10,a,90,1,1,0,1,5,25-26-prem-west-ham-united-vs-chelsea,90,1,0,168,1,1,1,1,1,a,90,1,1,1,0,6,25-26-prem-chelsea-vs-fulham,90,1,0,1,258,2,2,2,1,11,0,25,0
238,Estêvão,a,3,0,36,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,36,0,0,36,0,0,36,0,0,0,0,0,Midfielder,5,a,76,0,1,0,1,5,25-26-prem-west-ham-united-vs-chelsea,77,0,1,112,0,0,1,0,1,a,67,0,0,1,0,3,25-26-prem-chelsea-vs-fulham,68,0,0,0,179,0,1,1,1,11,0,8,1
239,Gittens,a,3,1,53,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,54,0,0,54,0,0,53,0,0,0,0,0,Midfielder,1,a,13,0,0,0,0,0,25-26-prem-west-ham-united-vs-chelsea,13,0,0,66,0,0,0,0,0,a,22,0,0,0,0,2,25-26-prem-chelsea-vs-fulham,22,0,0,0,88,0,0,0,0,5,0,3,0
240,Nkunku,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,n,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,n,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,12
241,Caicedo,s,12,5,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder,8,a,90,1,0,0,1,7,25-26-prem-west-ham-united-vs-chelsea,90,1,0,180,1,1,0,1,1,a,90,0,0,1,0,23,25-26-prem-chelsea-vs-fulham,90,0,0,0,270,1,0,2,1,42,0,17,0
243,George,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,66,0,0,1,0,1,25-26-prem-chelsea-vs-fulham,67,0,0,0,66,0,0,1,0,1,0,3,0
244,Lavia,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
245,Mudryk,s,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,s,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,s,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
246,Andrey Santos,a,0,1,11,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,11,0,0,11,0,0,11,0,0,0,0,0,Midfielder,1,a,28,0,0,0,0,3,25-26-prem-west-ham-united-vs-chelsea,28,0,0,39,0,0,0,0,0,a,9,0,0,0,0,2,25-26-prem-chelsea-vs-fulham,9,0,0,0,48,0,0,0,0,5,0,2,0
247,D.Essugo,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
248,Paez,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,7
249,João Pedro,a,1,2,72,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,73,0,0,73,0,0,72,0,0,1,0,0,Forward,15,a,90,1,2,0,1,5,25-26-prem-west-ham-united-vs-chelsea,90,1,2,162,1,1,2,1,1,a,90,1,0,1,0,10,25-26-prem-chelsea-vs-fulham,90,1,0,0,252,2,2,2,1,16,0,26,0
250,Delap,i,2,1,17,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,17,0,0,17,0,0,17,0,0,0,0,0,Forward,2,a,61,0,0,0,1,2,25-26-prem-west-ham-united-vs-chelsea,62,0,0,78,0,0,0,0,1,d,13,0,0,0,0,0,25-26-prem-chelsea-vs-fulham,14,0,0,0,91,0,0,0,1,4,0,4,0
251,N.Jackson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,n,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,n,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
252,Marc Guiu,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,1,a,10,0,0,0,1,0,25-26-prem-burnley-vs-sunderland,10,0,0,10,0,0,0,0,1,a,3,0,0,0,0,1,25-26-prem-sunderland-vs-brentford,3,0,0,0,13,0,0,0,1,1,0,2,1
453,Garnacho,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
672,Hato,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,21,0,0,0,0,2,25-26-prem-west-ham-united-vs-chelsea,21,0,0,21,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,21,0,0,0,0,2,0,0,0
743,Emenalo,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,6
253,Henderson,a,0,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,2,Goalkeeper,2,a,90,0,0,0,1,11,25-26-prem-crystal-palace-vs-nottingham-forest,90,0,0,180,0,0,0,1,1,a,90,0,0,1,0,7,25-26-prem-aston-villa-vs-crystal-palace,90,0,0,0,270,0,0,2,1,18,6,15,0
254,Benitez,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
255,Matthews,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,5
256,Muñoz,i,8,5,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender,5,a,90,0,1,0,1,8,25-26-prem-crystal-palace-vs-nottingham-forest,90,0,1,180,0,0,1,1,1,a,90,0,0,1,0,19,25-26-prem-aston-villa-vs-crystal-palace,90,0,0,0,270,0,1,2,1,35,0,19,6
